Title,Instructor,Status,Progress,Priority,Tags,
React - The Complete Guide with React Hook Redux in 4hr,Kim Chen,Not Started,,Low,"{'React', 'Guide', 'Complete'}",
"Automation Testing Masterclass - Selenium, Cucumber and More",Laurentiu Raducu,Not Started,,Low,"{'Masterclass', 'Testing', 'Selenium', 'Automation'}",
Learn to Create AI Voice Assistant (JARVIS) With Python,Himanshu Gour,Not Started,,High,"{'Python', 'AI', 'Learn', 'Create', 'Assistant'}",
100 Days of Code: The Complete Python Pro Bootcamp,"Dr. Angela Yu, Developer and Lead Instructor",Not Started,,High,"{'Code', 'Bootcamp', 'Complete', 'Python', 'Days'}",
Python GUI | Practical Projects in Python: Build 3 Projects,Daniel IT,Not Started,,High,"{'Projects', 'Python', 'Practical', 'Build'}",
"Projects Cost Management, Estimating, Budgeting and Control.",Saad Almeri,Not Started,,Low,"{'Estimating', 'Budgeting', 'Projects', 'Cost', 'Control', 'Management'}",
Python in Hindi 2023 - From Basics to Advance with Quizzes,PANKAJ VERMA,Not Started,,High,"{'Advance', 'Python', 'Basics', '2023'}",
Python Complete Course For Beginners,Horizon Tech,Not Started,,High,"{'Python', 'Course', 'Beginners', 'Complete'}",
Python Mega Course : Go Beginner to Expert in Python3,Khan Programmer,Not Started,,High,"{'Beginner', 'Mega', 'Expert', 'Python', 'Course', 'Python3'}",
MAKE MONEY FROM HOME WRITING WORDS (Copywriting Course),Roope Kiuttu,Not Started,,Low,"{'Words', 'Money', 'Copywriting', 'Course', 'Home', 'Writing', 'Make'}",
The Complete React Redux Node Express MySQL Developer Course,Ahmed Khalaf,Not Started,,Low,"{'Express', 'Complete', 'React', 'Mysql', 'Course', 'Node', 'Developer'}",
Build A Search Engine With Python: Computer Science & Python,"A State Of Data, Mariam Qotob",Not Started,,High,"{'Engine', 'Computer', 'Python', 'Search', 'Build'}",
Git from Basics to Advanced: Practical Guide for Developers,"Andrii Piatakha, Learn IT University",Not Started,,Low,"{'Advanced', 'Developers', 'Basics', 'Practical', 'Guide'}",
Game Development/Art - Create a 2D Action Game with Unity/C#,Noa Calice (aka Blackthornprod),Not Started,,Low,"{'Game', 'Unity', 'Development', 'Action', 'Create'}",
Python For Data Science In 2025 A-Z: EDA With Real Exercises,Pruthviraja L,Not Started,,High,"{'Real', '2025', 'Python', 'Data', 'Data Science', 'Exercises'}",
Korean for Complete Beginners,Jay Tan,Not Started,,Low,"{'Beginners', 'Korean', 'Complete'}",
Mastering Visual Studio Code (2025),Alex Dan,Not Started,,Low,"{'Code', 'Mastering', '2025', 'Studio', 'Visual'}",
The Ultimate Guide to Game Development with Unity (Official),"Jonathan Weinberger, Unity Technologies, GameDevHQ Team, Thomas Kesler",Not Started,,Low,"{'Official', 'Game', 'Ultimate', 'Unity', 'Development', 'Guide'}",
The Ultimate Guide to 2D Mobile Game Development with Unity,"Jonathan Weinberger, Unity Technologies",Not Started,,Low,"{'Game', 'Mobile', 'Ultimate', 'Unity', 'Development', 'Guide'}",
C# Console and Windows Forms Development w/ Entity Framework,"Trevoir Williams, Learn IT University, Andrii Piatakha",Not Started,,Low,"{'Forms', 'Entity', 'Console', 'Framework', 'Development', 'Windows'}",
Build Your Own File Sharing Website,Narendra Dwivedi,Not Started,,Low,"{'File', 'Website', 'Build', 'Sharing'}",
Making a Flat Motion Graphics Project,Motion Guru,Not Started,,Low,"{'Graphics', 'Project', 'Motion', 'Making', 'Flat'}",
Python Programming - From Basics to Advanced level,"EdYoda for Business, Dipesh Sharma",Not Started,,High,"{'Advanced', 'Basics', 'Python', 'Level', 'Programming'}",
Master JavaScript from Basics to Advanced,"EdYoda for Business, Qaifi Khan",Not Started,,Low,"{'Advanced', 'Basics', 'Master', 'JavaScript'}",
HTML5 - From Basics to Advanced level,"EdYoda for Business, Qaifi Khan",Not Started,,Low,"{'Advanced', 'Level', 'Html5', 'Basics'}",
Become Awesome at Everything ROBLOX in 1 Hour,Benjamin East,Not Started,,Low,"{'Roblox', 'Everything', 'Awesome', 'Hour', 'Become'}",
Learn to make an Awesome Builder-Defender game in Unity!,Code Monkey,Not Started,,Low,"{'Defender', 'Game', 'Awesome', 'Unity', 'Make', 'Learn', 'Builder'}",
The Ultimate Guide To C# Unity Programming,Michael Murr,Not Started,,Low,"{'Programming', 'Guide', 'Ultimate', 'Unity'}",
"Unity Game Developer Masterclass 2021 (2D, 3D and FPS)","Denis Panjuta, Tutorials.eu by Denis Panjuta",Not Started,,Low,"{'Game', 'Masterclass', 'Unity', 'Developer', '2021'}",
Windows Command Line (cmd) and Batch Script Management,John Courtenay,Not Started,,Low,"{'Line', 'Script', 'Batch', 'Management', 'Command', 'Windows'}",
Intermediate Python Immersive Training | Boost your career,Ahmed El Mohandes,Not Started,,High,"{'Python', 'Training', 'Intermediate', 'Career'}",
"Python Mega Course: Learn Python in 60 Days, Build 20 Apps",Ardit Sulce,Not Started,,High,"{'Mega', 'Python', 'Course', 'Days', 'Learn', 'Build', 'Apps'}",
Make a Match-Three Puzzle Game in Unity,Wilmer Lin,Not Started,,Low,"{'Game', 'Three', 'Puzzle', 'Unity', 'Match', 'Make'}",
Become a WordPress Developer: Unlocking Power With Code,Brad Schiff,Not Started,,Low,"{'Code', 'Wordpress', 'Power', 'Become', 'Unlocking', 'Developer'}",
Web Developer Bootcamp with Flask and Python in 2024,"Jose Salvatierra, Teclado by Jose Salvatierra",Not Started,,High,"{'2024', 'Bootcamp', 'Python', 'Flask', 'Developer'}",
REST APIs with Flask and Python in 2025,"Jose Salvatierra, Teclado by Jose Salvatierra",Not Started,,High,"{'Python', 'Rest', 'Flask', '2025'}",
The Complete CSS course,Kim Chen,Not Started,,Low,"{'Course', 'Complete'}",
Learn Figma - UI/UX Design Essential Training,Caleb Kingston,Not Started,,Low,"{'Training', 'Figma', 'Design', 'Learn', 'Essential'}",
Complete Figma Megacourse: UI/UX Design Beginner to Expert,Creativity Unleashed,Not Started,,Low,"{'Beginner', 'Megacourse', 'Expert', 'Complete', 'Figma', 'Design'}",
"30+ Web Projects with HTML, CSS, and JavaScript","Code And Create, George Lomidze, Lasha Nozadze",Not Started,,Low,"{'Projects', 'Html', 'JavaScript'}",
Gatsby JS | Build a personal blog using gatsbyJS,Tech Vista,Not Started,,Low,"{'Personal', 'Using', 'Gatsby', 'Gatsbyjs', 'Blog', 'Build'}",
UI/UX Design With Figma : 5+ Real World Projects,Chetan Pujari,Not Started,,Low,"{'Real', 'Projects', 'World', 'Figma', 'Design'}",
"The Modern React Bootcamp (Hooks, Context, NextJS, Router)",Colt Steele,Not Started,,Low,"{'React', 'Nextjs', 'Modern', 'Bootcamp'}",
Understanding TypeScript,Maximilian Schwarzmüller,Not Started,,Low,"{'Understanding', 'Typescript'}",
Next.js 15 & React - The Complete Guide,Maximilian Schwarzmüller,Not Started,,Low,"{'React', 'Next', 'Guide', 'Complete'}",
"Python,Flask Framework And Django Course For Beginners",Horizon Tech,Not Started,,High,"{'Django', 'Python', 'Course', 'Beginners', 'Framework', 'Flask'}",
Master Blender 4x for Architectural Animation and Design,Thomas McDonald,Not Started,,Low,"{'Architectural', 'Master', 'Blender', 'Design', 'Animation'}",
Visual Effects for Games in Unity - Beginner To Intermediate,Gabriel Aguiar,Not Started,,Low,"{'Beginner', 'Effects', 'Unity', 'Games', 'Intermediate', 'Visual'}",
Unity Game Development: Create 2D And 3D Games With C#,Awesome Tuts,Not Started,,Low,"{'Game', 'Unity', 'Development', 'Create', 'Games'}",
2022 Udemy Starter Pack,Udemy Lessons,Not Started,,Low,"{'2022', 'Pack', 'Udemy', 'Starter'}",
Complete WordPress Theme & Plugin Development Course,Zac Gordon,Not Started,,Low,"{'Complete', 'Wordpress', 'Course', 'Plugin', 'Theme', 'Development'}",
NextJS Developer,"Andrei Neagoie, Ankita Kulkarni",Not Started,,Low,"{'Nextjs', 'Developer'}",
Introduction To 3D Sculpting In Blender - Model A Dragon,"GameDev.tv Team, Grant Abbitt, Rick Davidson",Not Started,,Low,"{'Model', 'Introduction', 'Blender', 'Sculpting', 'Dragon'}",
Figma UI UX Design Essentials,Daniel Walter Scott,Not Started,,Low,"{'Design', 'Essentials', 'Figma'}",
Next.js - Build Full Stack Apps with Next.js & TypeScript,Ghulam Abbas,Not Started,,Low,"{'Next', 'Typescript', 'Full', 'Stack', 'Build', 'Apps'}",
Learn To Create A 2D Metroidvania Game in Unity With C#,Paul Hadizad,Not Started,,Low,"{'Game', 'Metroidvania', 'Unity', 'Learn', 'Create'}",
Blender 3 The Ultimate Medieval Scene Course,3D Tudor,Not Started,,Low,"{'Medieval', 'Course', 'Blender', 'Ultimate', 'Scene'}",
The Modern GraphQL Bootcamp (with Node.js and Apollo),Andrew Mead,Not Started,,Low,"{'Graphql', 'Bootcamp', 'Modern', 'Node', 'Node.js'}",
Become a CSS Master: Code 30 Projects in 30 Days,Brad Hussey,Not Started,,Low,"{'Code', 'Projects', 'Master', 'Days', 'Become'}",
The Complete GitHub Actions & Workflows Guide,Ali Alaa,Not Started,,Low,"{'Workflows', 'Complete', 'Actions', 'Github', 'Guide'}",
Create a Battle Royale game using Unreal Engine 4 Blueprints,Reuben Ward,Not Started,,Low,"{'Engine', 'Game', 'Using', 'Battle', 'Royale', 'Unreal', 'Create', 'Blueprints'}",
Unreal Engine:  Character UI,Greg Wondra,Not Started,,Low,"{'Unreal', 'Engine', 'Character'}",
Complete Guide to Realistic Character Creation in Blender,Victory3D LLC,Not Started,,Low,"{'Complete', 'Blender', 'Creation', 'Realistic', 'Guide', 'Character'}",
"Complete NodeJS Developer (GraphQL, MongoDB, + more)","Andrei Neagoie, Adam Odziemkowski",Not Started,,Low,"{'Graphql', 'Nodejs', 'Complete', 'Mongodb', 'Developer'}",
Fighter Girl Character in Blender Tutorial,Jan Boode,Not Started,,Low,"{'Fighter', 'Blender', 'Girl', 'Tutorial', 'Character'}",
The Ultimate Blender 3D Environments Course,Alex Cordebard,Not Started,,Low,"{'Course', 'Blender', 'Ultimate', 'Environments'}",
Creating modular environments,Rob Tuytel,Not Started,,Low,"{'Environments', 'Creating', 'Modular'}",
3D Classroom Environment Creation in Blender,Aniket Rawat,Not Started,,Low,"{'Creation', 'Classroom', 'Blender', 'Environment'}",
Python Programming Masterclass: Build 28 End-To-End Projects,"Pianalytix • 75,000+ Students Worldwide",Not Started,,High,"{'Projects', 'Python', 'Masterclass', 'Programming', 'Build'}",
Build 18 Real World JavaScript Development Projects Bootcamp,"Pianalytix • 75,000+ Students Worldwide",Not Started,,Low,"{'Real', 'JavaScript', 'Bootcamp', 'Projects', 'World', 'Development', 'Build'}",
The Complete Oracle SQL Bootcamp (2025),"Database Masters Training | 250,000+ Students Worldwide, Code Star Academy",Not Started,,Low,"{'2025', 'SQL', 'Bootcamp', 'Complete'}",
Full Stack Web Development With MERN STACK &  GenAI 2025,"Masynctech Coding School, Aditya Mandal",Not Started,,Medium,"{'Stack', 'Full', '2025', 'Web Development', 'Mern', 'Development'}",
Advanced Javascript,Andrei Neagoie,Not Started,,Low,"{'Advanced', 'JavaScript'}",
2025 Practice Tests: ServiceNow System Administrator (CSA),Ali Saghaeian,Not Started,,Low,"{'System', '2025', 'Practice', 'Tests', 'Administrator', 'Servicenow'}",
Mastering TypeScript - 2025 Edition,Colt Steele,Not Started,,Low,"{'Mastering', 'Edition', 'Typescript', '2025'}",
"Complete Vue Developer Bootcamp (Pinia, Vitest)","Andrei Neagoie, Luis Ramirez Jr",Not Started,,Low,"{'Bootcamp', 'Complete', 'Pinia', 'Vitest', 'Developer'}",
The Git & Github Bootcamp,Colt Steele,Not Started,,Low,"{'Github', 'Bootcamp'}",
Django 4 and Python Full-Stack Developer Masterclass,"Jose Portilla, Pierian Training",Not Started,,High,"{'Django', 'Stack', 'Full', 'Python', 'Masterclass', 'Developer'}",
Complete Angular Developer Bootcamp,"Andrei Neagoie, Luis Ramirez Jr",Not Started,,Low,"{'Angular', 'Bootcamp', 'Developer', 'Complete'}",
The Complete Python/PostgreSQL Course 2.0,"Codestars • over 2 million students worldwide!, Jose Salvatierra, Teclado by Jose Salvatierra",Not Started,,High,"{'Python', 'Course', 'Complete'}",
"FullStack Web Development with ReactJS, ReactNative, Angular","Oak Academy, OAK Academy Team",Not Started,,Medium,"{'Web Development', 'Fullstack', 'Reactjs', 'Development', 'Angular'}",
Angular & NodeJS - The MEAN Stack Guide [2025 Edition],Maximilian Schwarzmüller,Not Started,,Low,"{'2025', 'Stack', 'Mean', 'Angular', 'Nodejs', 'Edition', 'Guide'}",
JavaScript Developer Bootcamp - Beginner to Expert,Muslim Helalee,Not Started,,Low,"{'Beginner', 'JavaScript', 'Expert', 'Bootcamp', 'Developer'}",
CompTIA Security+ (SY0-701) Complete Course & Exam,"Jason Dion • 2.5 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Jamario Kelly, Dion Training Solutions",Not Started,,Low,"{'Comptia', 'Security', 'Complete', 'Course', 'Exam'}",
The Ultimate 2025 Fullstack Web Development Bootcamp,"Kane Ezki, Kalob Taulien, Radek Wilk",Not Started,,Medium,"{'2025', 'Bootcamp', 'Web Development', 'Ultimate', 'Fullstack', 'Development'}",
Blender Game Asset Bootcamp – Unreal Engine 5 – Unity,Thomas McDonald,Not Started,,Low,"{'Asset', 'Engine', 'Game', 'Bootcamp', 'Blender', 'Unity', 'Unreal'}",
Pixel Art Fundamentals: Introduction to 2D Game Pixel Art,"Rick Davidson, GameDev.tv Team, Reece Geofroy",Not Started,,Low,"{'Fundamentals', 'Introduction', 'Pixel', 'Game'}",
Learn How To Make A 2D Platformer In Unreal Engine 5,Unreal University,Not Started,,Low,"{'Engine', 'Platformer', 'Unreal', 'Learn', 'Make'}",
Unity Turn-Based Strategy Game: Intermediate C# Coding,"GameDev.tv Team, Code Monkey",Not Started,,Low,"{'Based', 'Coding', 'Game', 'Turn', 'Unity', 'Strategy', 'Intermediate'}",
Next.JS with Sanity CMS - Serverless Blog App (w/ Vercel),"Eincode by Filip Jerga, Filip Jerga",Not Started,,Low,"{'Next', 'Serverless', 'Vercel', 'Sanity', 'Blog'}",
Blender Special - Anime Character Style Course,Andre Gustavo Antunes,Not Started,,Low,"{'Course', 'Blender', 'Special', 'Anime', 'Style', 'Character'}",
Complete Web Design: from Figma to Webflow to Freelancing,Vako Shvili,Not Started,,Low,"{'Webflow', 'Complete', 'Figma', 'Freelancing', 'Design'}",
The Complete WSL 2 Course for Web Development & Hacking,Stefan Rosanitsch,Not Started,,Medium,"{'Complete', 'Web Development', 'Course', 'Hacking', 'Development'}",
Ethical Hacking and Penetration Testing with Kali Linux,"Oak Academy, OAK Academy Team",Not Started,,Low,"{'Ethical', 'Penetration', 'Kali', 'Testing', 'Linux', 'Hacking'}",
Complete Cisco CCNA 200-301 Course,"Experts with David Bombal, Jeremy McDowell",Not Started,,Low,"{'Ccna', 'Course', 'Cisco', 'Complete'}",
IT Support Technical Skills  Helpdesk,Kevin Apolinario,Not Started,,Low,"{'Helpdesk', 'Skills', 'Technical', 'Support'}",
Bash Beginners Course: Become a Bash Scripting Superhero!,Herbert Lindemans,Not Started,,Low,"{'Bash', 'Course', 'Beginners', 'Become', 'Superhero', 'Scripting'}",
"Complete A.I. & Machine Learning, Data Science Bootcamp","Andrei Neagoie, Daniel Bourke",Not Started,,High,"{'Learning', 'Bootcamp', 'Complete', 'Data', 'Machine Learning', 'Data Science'}",
TensorFlow for Deep Learning Bootcamp,"Andrei Neagoie, Daniel Bourke",Not Started,,Low,"{'Tensorflow', 'Deep', 'Learning', 'Bootcamp'}",
Master Pixel Art - Beginner to Professional,Jan Rienäcker,Not Started,,Low,"{'Professional', 'Beginner', 'Master', 'Pixel'}",
Make a Tetris-style Puzzler in Unity,Wilmer Lin,Not Started,,Low,"{'Puzzler', 'Unity', 'Style', 'Tetris', 'Make'}",
Unity 2D RPG: Complete Combat System,"GameDev.tv Team, Stephen Hubbard",Not Started,,Low,"{'Unity', 'Combat', 'System', 'Complete'}",
The Ultimate Guide to Creating an RPG Game in Unity,Alex Dev,Not Started,,Low,"{'Game', 'Ultimate', 'Unity', 'Creating', 'Guide'}",
Blender to Unreal Engine Become a Dungeon Prop Artist,3D Tudor,Not Started,,Low,"{'Engine', 'Blender', 'Prop', 'Dungeon', 'Become', 'Unreal', 'Artist'}",
The Ultimate Guide to Blender 3D Rigging & Animation,3D Tudor,Not Started,,Low,"{'Blender', 'Ultimate', 'Rigging', 'Guide', 'Animation'}",
Creating a Modular Kitbash in Blender,3D Tudor,Not Started,,Low,"{'Creating', 'Blender', 'Modular', 'Kitbash'}",
"Learn the Entire Affinity Suite: Photo, Designer & Publisher","Jeremy Hazel, Lindsay Marsh",Not Started,,Low,"{'Entire', 'Publisher', 'Photo', 'Affinity', 'Designer', 'Learn', 'Suite'}",
Let's Make Stardew Valley Or Harvest Moon Farming Kind Game,Rohsik Enram,Not Started,,Low,"{'Game', 'Kind', 'Farming', 'Harvest', 'Moon', 'Make', 'Stardew', 'Valley'}",
Python Programming for the Total Beginner,James Clare,Not Started,,High,"{'Python', 'Beginner', 'Programming'}",
Creating a Guitar in Blender and Substance Painter,Aniket Rawat,Not Started,,Low,"{'Substance', 'Painter', 'Blender', 'Guitar', 'Creating'}",
The Complete Strapi Course - with plugins and deployment,Artcoded Academy (by Jib),Not Started,,Low,"{'Plugins', 'Complete', 'Course', 'Strapi', 'Deployment'}",
Python PCEP: Become Certified Entry-Level Python Programmer,Adrian Wiech,Not Started,,High,"{'Become', 'Python', 'Level', 'Certified'}",
The Linux Command Line Bootcamp: Beginner To Power User,Colt Steele,Not Started,,Low,"{'Line', 'Beginner', 'Bootcamp', 'Linux', 'Power', 'User', 'Command'}",
The Modern Python 3 Bootcamp,Colt Steele,Not Started,,High,"{'Python', 'Modern', 'Bootcamp'}",
Python Django 4 Masterclass | Build a Real World Project,"Tim Buchalka's Learn Programming Academy, Faisal Memon (EmbarkX)",Not Started,,High,"{'Real', 'Django', 'Project', 'Python', 'World', 'Masterclass', 'Build'}",
"The Ultimate React Course 2025: React, Next.js, Redux & More",Jonas Schmedtmann,Not Started,,Low,"{'Next', '2025', 'React', 'Course', 'Ultimate'}",
"Build a Modern REST API with PHP 8, from Scratch!",Pierre-Henry Soria,Not Started,,Low,"{'Scratch', 'Modern', 'Rest', 'Build'}",
JavaScript Projects Course Build 20 Projects in 20 Days,Vijay Kumar,Not Started,,Low,"{'JavaScript', 'Projects', 'Course', 'Days', 'Build'}",
LPI Linux Essentials 010-160 Certification Exam Practice,Pragmatic Programmer .,Not Started,,Low,"{'Certification', 'Essentials', 'Practice', 'Linux', 'Exam'}",
CyberSecurity Bootcamp: The Ultimate Beginner's Course,CyberProStudy Ltd.,Not Started,,Low,"{'Cybersecurity', 'Beginner', 'Bootcamp', 'Course', 'Ultimate'}",
"CSS, JavaScript And Python Complete Course",PROPER DOT INSTITUTE,Not Started,,High,"{'Python', 'Course', 'JavaScript', 'Complete'}",
"iOS, Swift & SwiftUI - Complete iOS App Development",ROLAN MARAT,Not Started,,Low,"{'Swiftui', 'Swift', 'Development', 'Complete'}",
Basics of C# and Unity for Complete Beginners - Part 1,Alex Dev,Not Started,,Low,"{'Part', 'Basics', 'Complete', 'Beginners', 'Unity'}",
The Complete Guide to Unity 2D : Endless Runner,Alex Dev,Not Started,,Low,"{'Complete', 'Unity', 'Runner', 'Endless', 'Guide'}",
